name,rank,gender
C#,96,male
Objective-C,92,female
Ruby,63,female
HTML,28,female
Excel,7,female
MATLAB,68,female
C,94,female
C#,94,female
C++,94,female
Python,66,female
Java,83,female
Perl,94,female
Scratch,17,female
XML,34,female
R,54,female
JavaScript,94,male
Python,94,male
Java,23,male
CSS,78,male
XML,72,male
HTML,74,male
JSON,77,male
C,95,male
Assembly language,92,male
SQL,65,male
Java,94,male
CSS,25,male
JSON,7,male
XML,15,male
Excel,33,male
Go,93,male
JavaScript,92,male
C,94,male
Groovy,68,male
Objective-C,92,male
Assembly language,91,male
Swift,93,male
C++,94,male
C#,94,male
Python,93,male
HTML,47,male
MATLAB,93,male
SQL,57,male
C,79,male
Assembly language,93,male
XML,22,male
JavaScript,46,male
Java,67,male
C#,57,male
SQL,30,male
Groovy,5,male
Scratch,37,male
Excel,14,male
Visual Basic,85,transM
CSS,30,transM
MATLAB,74,transM
SQL,47,transM
Scratch,58,transM
R,64,transM
Go,81,transM
Groovy,61,transM
Assembly language,93,transM
Python,77,transM
JavaScript,67,transM
Java,76,transM
C,88,transM
HTML,23,transM
JSON,14,transM
XML,19,transM
CSS,4,variant
XML,9,variant
Visual Basic,20,variant
MATLAB,14,variant
Visual Basic .NET,26,variant
Assembly language,95,variant
C#,97,variant
Groovy,85,variant
Ruby,79,variant
C,97,variant
SQL,31,variant
R,56,variant
C++,74,variant
PHP,50,variant
Excel,11,variant
HTML,7,variant
Swift,89,variant
Go,85,variant
Delphi/Object Pascal,81,variant
JSON,10,variant
Perl,76,variant
JavaScript,96,variant
Scratch,50,variant
Java,96,variant
Python,96,variant
Objective-C,95,variant
SQL,39,male
JSON,13,male
Go,70,male
Excel,34,male
Visual Basic .NET,53,male
CSS,37,male
C#,69,male
Java,68,male
C,69,male
C++,68,male
PHP,55,male
Ruby,56,male
JavaScript,55,male
Visual Basic,53,male
Assembly language,85,male
XML,12,male
HTML,14,male
Python,54,male
Perl,52,male
Swift,69,male
Objective-C,68,male
R,46,male
Bash,53,male
MATLAB,46,male
JSON,7,male
XML,11,male
HTML,18,male
CSS,51,male
Assembly language,94,male
Perl,87,male
SQL,89,male
C,92,male
C++,92,male
C#,92,male
Java,87,male
JavaScript,87,male
Visual Basic .NET,86,male
Objective-C,85,male
Swift,87,male
Delphi/Object Pascal,90,male
MATLAB,77,male
Python,92,male
R,89,male
Ruby,90,male
Scratch,89,male
Excel,66,male
Go,88,male
Groovy,93,male
Visual Basic,91,male
PHP,86,male
Haskell,89,male
XML,51,male
Python,94,male
Go,95,male
MATLAB,93,male
Objective-C,93,male
C#,95,male
Visual Basic,93,male
CSS,51,male
PHP,94,male
Visual Basic .NET,92,male
Java,94,male
Perl,94,male
JavaScript,93,male
Swift,94,male
Ruby,94,male
SQL,82,male
Delphi/Object Pascal,91,male
R,95,male
C++,94,male
C,95,male
Assembly language,92,male
Scratch,94,male
Excel,94,male
HTML,51,male
JSON,27,male
SQL,45,male
R,42,male
JSON,7,male
HTML,11,male
XML,16,male
CSS,20,male
Excel,25,male
Scratch,29,male
Visual Basic,32,male
Visual Basic .NET,36,male
MATLAB,39,male
PHP,53,male
C,90,male
Go,68,male
Ruby,57,male
C#,71,male
JavaScript,49,male
Groovy,60,male
Perl,65,male
Python,62,male
Java,71,male
Swift,74,male
Objective-C,77,male
C++,79,male
Delphi/Object Pascal,82,male
Assembly language,91,male
Python,53,noAns
C++,64,noAns
Python,71,male
XML,13,male
Visual Basic .NET,59,male
HTML,94,male
Visual Basic,82,male
SQL,25,male
PHP,38,male
JavaScript,48,male
HTML,3,male
C,87,male
Assembly language,95,male
JSON,8,male
Go,91,male
Excel,42,male
XML,12,male
CSS,33,male
Perl,82,male
Python,82,male
Ruby,82,male
SQL,51,male
C#,82,male
C++,87,male
PHP,82,male
Java,87,male
MATLAB,67,male
R,72,male
JavaScript,85,male
Visual Basic .NET,33,male
JSON,7,male
CSS,25,male
R,48,male
Delphi/Object Pascal,69,male
Perl,56,male
Go,85,male
C,90,male
Scratch,19,male
Assembly language,91,male
C++,88,male
JavaScript,64,male
Java,75,male
Ruby,58,male
Python,73,male
XML,6,male
Excel,28,male
SQL,25,male
Objective-C,81,male
C#,83,male
Groovy,37,male
MATLAB,44,male
Swift,82,male
Visual Basic,28,male
PHP,44,male
HTML,9,male
C#,82,female
R,34,female
MATLAB,35,female
Assembly language,56,female
Go,87,female
C++,85,female
XML,11,female
HTML,28,female
Groovy,42,female
Python,81,female
Excel,21,female
JavaScript,79,female
SQL,47,female
Ruby,76,female
Swift,74,female
JSON,7,female
C,80,female
Java,82,female
PHP,60,female
CSS,24,female
Python,97,male
Go,97,male
JavaScript,75,male
HTML,30,male
CSS,50,male
Scratch,36,male
Objective-C,93,female
Go,65,female
C++,79,female
Assembly language,92,female
HTML,30,female
Excel,59,female
JavaScript,71,female
Python,75,female
Visual Basic .NET,85,female
MATLAB,40,female
Scratch,6,female
XML,12,female
Ruby,97,male
Groovy,97,male
C++,97,male
Visual Basic .NET,96,male
R,98,male
Go,97,male
C,98,male
Objective-C,97,male
Scratch,90,male
XML,3,male
JavaScript,97,male
Python,97,male
SQL,74,male
Visual Basic,97,male
MATLAB,55,male
Java,97,male
Swift,97,male
CSS,3,male
Assembly language,96,male
JSON,3,male
C#,97,male
HTML,30,male
Perl,97,male
Excel,36,male
PHP,97,male
Delphi/Object Pascal,96,male
Java,72,male
PHP,50,male
Objective-C,80,male
XML,25,male
Python,65,male
Swift,84,male
Excel,56,male
HTML,19,male
JSON,13,male
SQL,61,male
C,89,male
C#,75,male
CSS,32,male
C++,87,male
Ruby,68,male
JavaScript,62,male
Whitespace,64,male
Regex,70,male
Delphi/Object Pascal,96,male
Python,97,male
Java,97,male
C,97,male
Visual Basic,88,male
SQL,88,male
Swift,97,male
C++,97,male
PHP,97,male
Excel,50,male
XML,34,male
JavaScript,68,male
JSON,37,male
C#,97,male
Assembly language,96,male
Perl,94,male
Objective-C,97,male
Visual Basic .NET,90,male
CSS,40,male
HTML,42,male
Ruby,89,male
HTML,3,other
JSON,3,other
Assembly language,95,other
C,89,other
XML,3,other
C++,83,other
Java,82,other
CSS,9,other
CSS,28,male
XML,28,male
HTML,17,male
JSON,28,male
MATLAB,51,male
Java,80,male
Visual Basic .NET,80,male
Python,82,male
Groovy,83,male
C,93,male
Assembly language,89,male
C++,92,male
R,51,male
Visual Basic,71,male
JavaScript,89,male
Excel,51,male
Scratch,71,male
SQL,51,male
C#,86,male
Delphi/Object Pascal,82,male
PHP,83,male
Ruby,87,male
Objective-C,80,male
Swift,81,male
Go,82,male
Perl,84,male
SQL,19,female
JSON,11,female
Python,83,female
JavaScript,80,female
HTML,15,female
XML,24,female
CSS,28,female
Python,86,female
SQL,65,female
Excel,31,female
CSS,39,female
Ruby,78,female
JavaScript,78,female
HTML,42,female
CSS,27,male
HTML,10,male
XML,17,male
JSON,4,male
PHP,42,male
C,78,male
Go,55,male
Java,68,male
JavaScript,50,male
Excel,31,male
SQL,34,male
C++,81,male
Scala,85,male
Rust,89,male
Assembly language,95,male
Ruby,64,male
Scratch,22,male
Java,69,male
Perl,58,male
Go,54,male
R,27,male
MATLAB,16,male
C,40,male
C++,44,male
Python,49,male
JavaScript,33,male
XML,43,male
Java,69,male
Ruby,64,male
Excel,27,male
MATLAB,36,male
Groovy,57,male
Go,74,male
Objective-C,84,male
C++,77,male
C,87,male
Swift,84,male
Assembly language,92,male
Python,38,male
Assembly language,64,male
C,72,male
JSON,3,male
Visual Basic .NET,19,male
JavaScript,14,male
HTML,9,male
Java,56,male
Julia,44,male
C++,77,male
Go,52,male
CSS,24,male
Go,87,male
XML,7,male
JSON,11,male
Swift,88,male
C++,90,male
Ruby,87,male
Delphi/Object Pascal,87,male
Python,88,male
Objective-C,86,male
Java,85,male
Visual Basic .NET,87,male
JavaScript,86,male
C#,87,male
Visual Basic,88,male
Perl,87,male
C,87,male
Scratch,88,male
HTML,16,male
Groovy,84,male
Assembly language,64,male
PHP,64,male
R,65,male
MATLAB,66,male
Excel,49,male
SQL,45,male
CSS,40,male
HTML,-6,male
Assembly language,98,male
Delphi/Object Pascal,98,male
Visual Basic .NET,98,male
C#,100,male
Java,99,male
PHP,98,male
Go,98,male
JavaScript,98,male
JSON,-46,male
C++,99,male
Scratch,35,male
XML,37,male
Swift,98,male
Objective-C,98,male
Groovy,98,male
C,97,male
Visual Basic,98,male
R,59,male
SQL,54,male
CSS,47,male
Excel,51,male
Ruby,96,male
MATLAB,51,male
Perl,97,male
Python,96,male
Haskell,97,male
APL,97,male
ML,97,male
CSS,3,noAns
HTML,3,noAns
XML,3,noAns
Assembly language,50,noAns
Groovy,50,noAns
MATLAB,50,noAns
Delphi/Object Pascal,50,noAns
PHP,50,noAns
C,50,noAns
Excel,50,noAns
R,50,noAns
Perl,50,noAns
Objective-C,50,noAns
JSON,50,noAns
SQL,50,noAns
Python,50,noAns
Go,50,noAns
Java,50,noAns
Visual Basic,50,noAns
Swift,50,noAns
Ruby,50,noAns
Scratch,50,noAns
Visual Basic .NET,50,noAns
C++,50,noAns
JavaScript,50,noAns
C#,50,noAns
Rust,50,noAns
JSON,5,male
Visual Basic .NET,92,male
Assembly language,92,male
C,95,male
C#,95,male
Scratch,45,male
XML,5,male
MATLAB,85,male
Visual Basic,87,male
HTML,4,male
CSS,15,male
XML,3,male
JSON,3,male
Groovy,93,male
Scratch,86,male
Visual Basic,76,male
MATLAB,81,male
SQL,26,male
C++,97,male
Go,97,male
R,81,male
JavaScript,90,male
Assembly language,72,male
Scala,93,noAns
Haskell,97,noAns
HTML,9,male
XML,18,male
CSS,27,male
Excel,38,male
JSON,17,male
Assembly language,93,male
SQL,48,male
C,84,male
Scratch,33,male
C#,70,male
Objective-C,84,male
C++,81,male
Visual Basic .NET,70,male
Swift,70,male
JavaScript,58,male
Python,67,male
Perl,67,male
Java,70,male
Delphi/Object Pascal,82,male
Ruby,67,male
PHP,60,male
Groovy,67,male
Visual Basic,63,male
R,53,male
Go,72,male
MATLAB,53,male
Rust,83,male
Elixir,97,male
Clojure,21,male
MATLAB,26,female
Java,85,female
SQL,78,female
Go,85,female
Assembly language,96,female
Ruby,85,female
CSS,50,female
HTML,50,female
Scratch,40,female
JavaScript,85,female
JSON,65,female
C,92,female
Visual Basic .NET,85,female
C#,85,female
XML,66,female
PHP,85,female
C++,90,female
Perl,85,female
Excel,18,female
R,31,female
Visual Basic,85,female
Objective-C,89,female
Swift,89,female
Delphi/Object Pascal,85,female
Python,85,female
Groovy,85,female
XSLT,63,male
XML,31,male
HTML,12,male
Excel,43,male
JavaScript,72,male
Python,74,male
SQL,58,male
C,82,male
Haskell,91,male
Assembly language,81,male
C++,79,variant
C,74,variant
Assembly language,93,variant
C#,66,variant
Excel,17,variant
XML,6,variant
MATLAB,24,variant
Scratch,32,variant
Visual Basic,33,variant
CSS,12,variant
SQL,27,variant
HTML,5,variant
Visual Basic .NET,33,variant
JSON,5,variant
Python,63,variant
Groovy,60,variant
Go,65,variant
Ruby,62,variant
Java,64,variant
R,23,variant
Delphi/Object Pascal,46,variant
Swift,51,variant
PHP,54,variant
JavaScript,60,variant
Perl,60,variant
Objective-C,58,variant
R,6,male
SQL,6,male
MATLAB,7,male
Visual Basic,8,male
XML,6,male
HTML,7,male
Visual Basic,28,female
Go,87,female
Java,89,female
Visual Basic .NET,28,female
Excel,28,female
C#,90,female
Perl,90,female
Assembly language,89,female
C++,89,female
Delphi/Object Pascal,90,female
Objective-C,90,female
Python,89,female
R,28,female
HTML,14,female
JSON,14,female
CSS,28,female
JavaScript,89,female
Swift,88,female
C,89,female
XML,14,female
PHP,89,female
SQL,57,female
MATLAB,58,female
Scratch,28,female
Groovy,88,female
Ruby,89,female
HTML,4,male
SQL,25,male
CSS,4,male
XML,4,male
Excel,30,male
Scratch,68,male
C,95,male
Perl,95,male
Visual Basic,96,male
R,97,male
Delphi/Object Pascal,94,male
Ruby,96,male
Python,96,male
JavaScript,96,male
C#,97,male
Assembly language,95,male
Go,97,male
Visual Basic .NET,95,male
C++,94,male
JSON,4,male
Groovy,96,male
Objective-C,96,male
PHP,39,male
Swift,96,male
MATLAB,96,male
Java,96,male
Ruby,82,male
HTML,8,male
Assembly language,92,male
JSON,6,male
C,84,male
Excel,64,male
CSS,31,male
XML,18,male
SQL,43,male
R,51,male
Go,53,male
JavaScript,62,male
XML,6,male
Excel,30,male
haskell,93,male
JSON,7,male
Assembly language,40,male
Perl,93,male
XML,7,male
SQL,31,male
HTML,7,male
JSON,7,male
Visual Basic,71,male
CSS,13,male
Excel,57,male
Ruby,93,male
JSON,4,noAns
HTML,7,noAns
CSS,11,noAns
XML,13,noAns
C++,97,noAns
Ruby,97,noAns
Perl,97,noAns
Objective-C,97,noAns
MATLAB,97,noAns
Visual Basic,97,noAns
C#,97,noAns
Go,97,noAns
Swift,97,noAns
Assembly language,96,noAns
R,98,noAns
PHP,97,noAns
JavaScript,97,noAns
Visual Basic .NET,96,noAns
Groovy,97,noAns
Java,97,noAns
C,98,noAns
Delphi/Object Pascal,96,noAns
Python,97,noAns
SQL,67,noAns
Excel,63,noAns
Scratch,37,noAns
Scratch,35,female
CSS,24,female
XML,5,female
JSON,5,female
Perl,44,female
HTML,14,female
Assembly language,93,female
C++,95,female
Python,95,female
Ruby,95,female
R,88,female
Swift,95,female
JavaScript,94,female
Go,96,female
SQL,43,female
C#,96,female
Visual Basic,67,female
Excel,68,female
C,96,female
Objective-C,94,female
MATLAB,80,female
PHP,80,female
Java,95,female
C,87,female
Java,67,female
Assembly language,91,female
C++,77,female
HTML,3,female
CSS,3,female
R,40,female
Scratch,40,female
Python,40,female
Excel,40,female
JavaScript,51,female
JSON,27,female
SQL,27,female
Objective-C,67,female
Swift,60,female
C++,70,noAns
JavaScript,14,noAns
C#,8,noAns
Delphi/Object Pascal,41,noAns
Swift,11,noAns
Excel,6,noAns
R,18,noAns
JSON,6,noAns
XML,5,noAns
HTML,6,noAns
CSS,18,noAns
Perl,21,noAns
Java,32,noAns
Ruby,51,noAns
Python,45,noAns
Scratch,9,noAns
Assembly language,27,noAns
MATLAB,6,noAns
Visual Basic .NET,8,noAns
SQL,5,noAns
Go,27,noAns
PHP,40,noAns
C,51,noAns
Objective-C,24,noAns
Visual Basic,21,noAns
Groovy,6,noAns
Haskell ,94,noAns
Scala,82,noAns
Lisp,60,noAns
MATLAB,63,female
Java,94,female
JSON,12,female
SQL,46,female
XML,12,female
HTML,12,female
C,95,female
C#,94,female
Scratch,81,female
C++,94,female
Groovy,87,female
C++,50,male
Assembly language,96,male
Ruby,50,male
SQL,17,male
C,90,male
Python,62,male
Swift,69,male
Java,78,male
Go,85,male
CSS,64,male
JavaScript,93,male
Go,95,male
Perl,95,male
C#,95,male
Delphi/Object Pascal,92,male
HTML,26,male
Objective-C,93,male
MATLAB,94,male
JSON,6,male
PHP,95,male
Assembly language,92,male
XML,28,male
Python,94,male
C++,95,male
Scratch,94,male
SQL,79,male
R,95,male
Visual Basic .NET,92,male
Excel,51,male
C,95,male
Groovy,94,male
Ruby,94,male
Java,94,male
Swift,94,male
Visual Basic,93,male
Elm,95,male
Scratch,94,male
Go,73,male
JavaScript,85,male
Python,85,male
Ruby,85,male
C++,69,male
C#,85,male
C,56,male
HTML,5,male
Assembly language,41,male
Excel,90,male
JSON,5,male
SQL,78,male
CSV,5,male
Haskell,90,male
JSON,3,variant
Python,97,variant
JavaScript,97,variant
Delphi/Object Pascal,96,variant
SQL,86,variant
MATLAB,97,variant
C++,97,variant
Visual Basic,97,variant
PHP,97,variant
Perl,97,variant
Swift,97,variant
Scratch,97,variant
C,97,variant
CSS,38,variant
HTML,37,variant
Go,97,variant
Visual Basic .NET,96,variant
C#,97,variant
Assembly language,96,variant
XML,3,variant
Java,97,variant
Ruby,97,variant
Excel,86,variant
Objective-C,97,variant
R,97,variant
Assembly language,95,male
C,93,male
C++,89,male
Java,86,male
HTML,19,male
MATLAB,58,male
Swift,64,male
JavaScript,79,male
Objective-C,74,male
Perl,82,male
Python,38,male
Delphi/Object Pascal,70,male
CSS,5,male
Scratch,10,male
XML,62,male
Groovy,43,male
Go,74,male
C#,78,male
PHP,66,male
Excel,70,male
SQL,75,male
R,68,male
Visual Basic .NET,53,male
Visual Basic,15,male
JSON,29,male
Ruby,79,male
HTML,3,male
C,97,male
JSON,3,male
Ruby,97,male
MATLAB,97,male
C++,97,male
Excel,82,male
Delphi/Object Pascal,96,male
Visual Basic .NET,96,male
Assembly language,96,male
Scratch,97,male
JavaScript,97,male
XML,3,male
PHP,97,male
C#,97,male
Groovy,97,male
CSS,6,male
SQL,97,male
Objective-C,97,male
Python,97,male
Go,97,male
Perl,97,male
R,82,male
Java,97,male
Swift,97,male
Visual Basic,97,male
Visual Basic .NET,4,male
R,12,male
Excel,15,male
Swift,3,male
SQL,92,male
Scratch,5,male
C#,76,male
PHP,3,male
JSON,88,male
HTML,6,male
MATLAB,3,male
Python,97,male
Assembly language,4,male
C++,3,male
Visual Basic,3,male
JavaScript,62,male
Go,94,male
C,3,male
Ruby,3,male
CSS,3,male
Delphi/Object Pascal,4,male
Objective-C,3,male
Java,69,male
Perl,10,male
XML,37,male
Groovy,50,male
CSS,29,male
C,63,male
Excel,16,male
Go,79,male
Haskell,93,male
Assembly language,40,male
Perl,70,male
Groovy,51,male
Visual Basic,46,male
Python,75,male
JSON,6,male
XML,6,male
HTML,9,male
Python,64,female
Swift,43,female
XML,35,female
CSS,29,female
Java,64,female
Scratch,51,female
PHP,64,female
Visual Basic .NET,65,female
Objective-C,66,female
Perl,65,female
Ruby,67,female
Assembly language,93,female
MATLAB,21,female
Visual Basic,66,female
Excel,51,female
C++,77,female
R,51,female
HTML,36,female
C,85,female
JavaScript,58,female
SQL,43,female
Groovy,51,female
JSON,29,female
Delphi/Object Pascal,51,female
Go,51,female
C#,67,female
Perl,97,male
PHP,97,male
Delphi/Object Pascal,96,male
Visual Basic,97,male
JavaScript,97,male
Go,97,male
MATLAB,97,male
C++,97,male
Assembly language,96,male
Java,97,male
Python,97,male
R,98,male
Groovy,97,male
Scratch,97,male
Ruby,97,male
Excel,97,male
SQL,97,male
C,98,male
Objective-C,97,male
C#,97,male
Visual Basic .NET,96,male
Swift,97,male
HTML,3,male
CSS,3,male
JSON,3,male
XML,3,male
Assembly language,96,male
SQL,11,male
Visual Basic .NET,96,male
Groovy,97,male
HTML,3,male
JSON,3,male
XML,7,male
Swift,97,male
Scratch,97,male
Go,97,male
R,98,male
Python,97,male
Java,97,male
Perl,97,male
Delphi/Object Pascal,96,male
Visual Basic,97,male
PHP,97,male
JavaScript,97,male
C#,97,male
C++,97,male
Objective-C,97,male
C,98,male
Ruby,97,male
MATLAB,77,male
CSS,7,male
Excel,70,male
HTML,14,male
Perl,95,male
JSON,5,male
CSS,22,male
SQL,40,male
Swift,95,male
JavaScript,94,male
Visual Basic .NET,93,male
Objective-C,94,male
MATLAB,74,male
Groovy,95,male
Go,95,male
Visual Basic,65,male
C,96,male
Assembly language,93,male
Java,95,male
C#,95,male
Ruby,95,male
Python,95,male
XML,5,male
PHP,95,male
C++,95,male
Excel,31,male
Python,93,variant
C++,28,variant
XML,61,variant
JavaScript,75,variant
Visual Basic .NET,37,variant
HTML,81,variant
CSS,86,variant
Visual Basic,37,variant
Assembly language,96,female
CSS,13,female
JSON,19,female
Scratch,3,female
HTML,8,female
Perl,80,female
Delphi/Object Pascal,89,female
C#,46,female
Go,40,female
Groovy,36,female
Python,31,female
Ruby,43,female
Swift,50,female
Excel,24,female
JavaScript,53,female
Objective-C,59,female
C++,64,female
Visual Basic,55,female
PHP,62,female
C,85,female
SQL,28,female
Java,49,female
Visual Basic .NET,53,female
MATLAB,34,female
XML,16,female
R,22,female
Elixir,77,male
HTML,21,male
Ruby,77,male
JavaScript,77,male
Swift,77,male
Visual Basic .NET,69,male
JSON,21,male
C#,77,male
Java,77,male
Scratch,48,male
Excel,53,male
CSS,35,male
XML,21,male
Go,77,male
Pseudocode,97,male
Go,93,male
JavaScript,91,male
C++,92,male
C,93,male
C#,95,male
Java,93,male
Assembly language,85,male
Python,88,male
Objective-C,89,male
Visual Basic,92,male
Swift,88,male
JSON,4,male
Scratch,88,male
Delphi/Object Pascal,89,male
Perl,89,male
PHP,90,male
Visual Basic .NET,87,male
Groovy,91,male
Ruby,89,male
R,71,male
XML,7,male
Excel,67,male
CSS,58,male
HTML,54,male
MATLAB,22,male
SQL,29,male
Elm,88,male
C#,54,male
CSS,14,male
SQL,50,male
JavaScript,46,male
JSON,3,male
HTML,9,male
Python,43,male
C++,58,male
Haskell,97,male
F#,93,male
Objective-C,39,male
Visual Basic .NET,35,male
XML,19,male
Assembly language,63,male
C,70,male
Groovy,60,male
Scratch,72,male
HTML,44,male
Go,55,male
Assembly language,96,male
Ruby,66,male
JavaScript,68,male
Excel,79,male
Visual Basic,77,male
C++,68,male
PHP,48,male
JSON,3,male
XML,7,male
R,57,male
Visual Basic .NET,68,male
Python,68,male
Objective-C,71,male
Java,70,male
CSS,52,male
C#,70,male
SQL,49,male
Perl,3,male
Swift,71,male
Objective-C,96,male
XML,12,male
JSON,17,male
Assembly language,95,male
C,97,male
C#,97,male
JavaScript,96,male
Java,96,male
Go,97,male
Delphi/Object Pascal,82,male
R,65,male
MATLAB,66,male
Excel,42,male
SQL,31,male
Python,96,male
CSS,14,male
PHP,96,male
HTML,23,male
Swift,96,male
Scratch,54,male
C++,96,male
Groovy,96,male
Ruby,96,male
Visual Basic .NET,95,male
Perl,96,male
Visual Basic,96,male
bash,80,male
Python,85,male
C,74,male
XML,69,male
Groovy,50,male
Ruby,83,male
C++,64,male
Java,78,male
HTML,77,male
Assembly language,25,male
JavaScript,90,male
Go,59,male
Perl,34,male
Delphi/Object Pascal,18,male
Visual Basic .NET,45,male
Objective-C,80,male
PHP,61,male
Visual Basic,39,male
R,53,male
JSON,94,male
C#,71,male
MATLAB,52,male
SQL,84,male
CSS,78,male
Excel,41,male
Scratch,29,male
Swift,58,male
NiFi,73,male
Excel,55,male
JavaScript,79,male
CSS,45,male
JSON,39,male
R,63,male
Java,83,male
Go,90,male
C,86,male
Ruby,76,male
Python,85,male
C#,85,male
PHP,70,male
Assembly language,81,male
C++,91,male
SQL,50,male
XML,15,male
HTML,19,male
Scratch,47,male
Swift,87,male
XML,16,male
HTML,21,male
Ruby,87,male
C#,87,male
CSS,26,male
C,87,male
Java,87,male
Excel,3,male
SQL,37,male
JSON,16,male
Python,87,male
Scratch,58,male
Perl,85,male
C++,86,male
Go,85,male
JavaScript,86,male
Objective-C,86,male
SQL,52,male
JSON,3,male
XML,13,male
HTML,17,male
Excel,33,male
CSS,24,male
Elm,97,male
Assembly language,96,male
C,98,male
R,98,male
JavaScript,97,male
Perl,97,male
Go,97,male
Python,97,male
Java,97,male
Objective-C,97,male
C++,97,male
PHP,97,male
Ruby,97,male
Swift,97,male
MATLAB,97,male
C#,97,male
Lisp,97,male
XML,10,male
JSON,6,male
Java,94,male
Visual Basic,89,male
R,89,male
JavaScript,82,male
Objective-C,89,male
C,95,male
Go,95,male
Visual Basic .NET,92,male
Perl,94,male
Ruby,83,male
Assembly language,85,male
Python,91,male
C++,87,male
HTML,92,male
MATLAB,83,male
C#,90,male
Scratch,85,male
Groovy,94,male
PHP,89,male
Swift,82,male
Excel,84,male
SQL,85,male
Delphi/Object Pascal,81,male
CSS,23,male
Rust,94,male
Elixir,92,male
HTML,9,male
Groovy,65,male
Perl,54,male
XML,9,male
JSON,9,male
Go,90,male
Python,91,male
C++,85,male
Swift,76,male
R,43,male
Assembly language,47,male
Python,80,male
PHP,63,male
SQL,28,male
C++,80,male
Java,80,male
Assembly language,89,male
R,10,male
C,86,male
HTML,8,male
JSON,3,male
XML,7,male
Haskell,93,male
C#,97,male
Ruby,88,male
Excel,62,male
CSS,32,male
HTML,25,male
SQL,79,male
C,72,male
R,67,male
Assembly language,47,male
Scratch,38,male
MATLAB,55,male
JSON,37,female
MATLAB,33,female
SQL,29,female
Go,58,female
HTML,42,female
CSS,46,female
Python,51,female
JavaScript,65,female
XML,3,male
C#,97,male
Ruby,97,male
Go,97,male
Java,97,male
JSON,3,male
SQL,97,male
Kotlin,97,male
C++,94,male
Java,83,male
PHP,63,male
JSON,7,male
XML,11,male
Python,72,male
C#,84,male
Excel,51,male
JavaScript,72,male
C,94,male
Assembly language,91,male
CSS,22,male
HTML,12,male
Swift,87,male
CSS,3,male
JSON,14,male
HTML,13,male
XML,14,male
SQL,28,male
Scratch,51,female
R,40,female
Python,68,female
Excel,29,female
SQL,36,female
JSON,5,male
XML,5,male
MATLAB,18,male
SQL,20,male
Excel,11,male
Groovy,29,male
HTML,24,male
Visual Basic,28,male
Go,51,male
C,51,male
Ruby,51,male
Java,51,male
Objective-C,51,male
Python,51,male
PHP,40,male
Swift,51,male
C++,63,male
Visual Basic .NET,51,male
C#,57,male
Assembly language,68,male
CSS,33,male
Delphi/Object Pascal,59,male
JavaScript,51,male
Perl,51,male
Scratch,51,male
R,51,male
JavaScript,87,male
CSS,26,male
HTML,32,male
Java,94,male
Python,76,male
C,83,male
Assembly language,67,male
C#,71,male
C++,62,male
JSON,6,male
XML,6,male
Ruby,44,male
MATLAB,39,male
R,76,male
SQL,57,male
Excel,19,male
Perl,31,male
Go,95,male
Objective-C,79,male
PHP,51,male
R,81,noAns
XML,12,noAns
HTML,8,noAns
SQL,51,noAns
C#,91,noAns
Java,90,noAns
CSS,21,noAns
Assembly language,92,noAns
C++,95,noAns
Visual Basic .NET,76,noAns
JSON,27,noAns
Go,80,male
Java,85,male
JavaScript,88,male
Delphi/Object Pascal,90,male
PHP,83,male
Excel,51,male
C#,82,male
Perl,76,male
Objective-C,86,male
Scratch,49,male
C,94,male
XML,21,male
HTML,16,male
Assembly language,84,male
Visual Basic .NET,76,male
Ruby,80,male
C++,87,male
SQL,82,male
MATLAB,51,male
Visual Basic,80,male
Groovy,86,male
JSON,20,male
Swift,79,male
Python,84,male
CSS,21,male
R,82,male
C++,91,male
C,90,male
CSS,27,male
XML,14,male
Go,91,male
C#,91,male
R,50,male
Excel,48,male
Assembly language,91,male
Objective-C,91,male
MATLAB,56,male
Visual Basic .NET,74,male
JSON,14,male
HTML,3,male
SQL,50,male
Java,91,male
Python,74,male
Visual Basic,74,male
Ruby,91,male
Scratch,74,male
Swift,91,male
JavaScript,74,male
Groovy,91,male
PHP,74,male
Delphi/Object Pascal,91,male
Perl,74,male
Go,69,female
CSS,38,female
SQL,29,female
JSON,20,female
HTML,45,female
JavaScript,78,female
Java,92,female
Swift,84,female
Python,59,female
Java,94,male
Delphi/Object Pascal,30,male
XML,6,male
HTML,15,female
CSS,26,female
Java,65,female
SQL,39,female
JSON,7,female
JavaScript,48,female
Ruby,58,female
Scala,82,female
Swift,75,female
R,91,female
Elm,79,female
XML,27,male
Perl,83,male
Python,83,male
PHP,81,male
Excel,41,male
JavaScript,79,male
C#,78,male
SQL,80,male
HTML,64,male
Visual Basic,78,male
R,61,male
Assembly language,92,male
CSS,62,male
C,95,male
Delphi/Object Pascal,81,male
Go,85,male
Swift,85,male
Java,85,male
Ruby,85,male
Objective-C,85,male
Scratch,62,male
JSON,28,male
MATLAB,33,male
C++,86,male
Visual Basic .NET,82,male
Groovy,84,male
Assembly language,95,male
C++,89,male
C,80,male
HTML,3,male
R,28,male
MATLAB,22,male
Scratch,16,male
Excel,11,male
JSON,8,male
XML,5,male
SQL,35,male
Swift,85,male
Go,87,male
Objective-C,75,male
CSS,3,male
JavaScript,91,male
Python,58,male
Bash,48,male
Java,83,male
Visual Basic,41,male
Swift,92,male
HTML,48,male
PHP,91,male
SQL,77,male
JSON,17,male
Groovy,92,male
Scratch,92,male
XML,18,male
